43255.884	-3563820.225	-14741362.453	-8012202.396	-1387772.736	-4559903.748	38664964.832	-1412927.511
30607.086	-3376208.044	-11698135.900	4387.144	-1345142.679	-3634752.151	32848482.618	-1408430.548
30363.740	-3563820.225	-15271056.944	-6985913.774	-1410117.348	-4513018.189	35520184.538	-1527543.515
27475.971	-3494468.866	-16141039.596	5838.917	-1307001.232	-4271459.635	28553149.899	-1535494.060
24138.972	-3129116.315	-13785060.525	-5859997.073	-1322793.969	-3875451.380	42420680.699	-1546224.427
40258.031	-3454138.682	-30729901.825	-5596899.208	-1343079.821	-3462701.074	17975717.700	-1461939.521
42367.699	-3151079.691	-12201932.551	34046.737	-1320799.037	-4292345.735	101681713.477	-1532834.698
36653.518	-3184609.013	-9808288.753	-5706705.854	-1295401.953	-4783535.536	-136260443.642	-1426592.364
34934.442	-3621315.230	-12562617.048	-5291449.941	-1295401.953	-5178607.667	42420680.699	-1532834.698
37258.920	-3388951.363	-11087744.239	-6021750.904	-1289679.177	-3945118.635	49655617.768	-1466785.258
36992.989	-3904797.119	-11384764.437	-6565428.598	-1305053.615	-4189909.021	30550576.905	-1640822.435
53119.871	-3440901.364	11808.408	-5939772.960	-1291581.143	-4250775.811	-56679750.415	-1584991.356
41634.358	-3289619.408	-10805828.069	-6149050.343	-1291581.143	-3980900.064	-362412359.019	-1491503.915
28195.745	-3376208.044	-17467885.769	11101.611	-1301175.742	-3962928.583	-83903272.715	-1481517.146
28248.799	-3162177.407	-11384764.437	35964.955	-1284006.743	-4334736.745	37025919.544	-1494021.680
34467.046	-3277610.844	-7612269.491	-7157823.261	-1287782.805	-4130760.726	21001210.207	-1484001.279
47202.306	-3065025.607	-8528859.454	-4850278.839	-1245655.130	-4073259.159	82478242.601	-1449964.105
178065.562	-3162177.407	-11698135.900	-1616229.513	-1280252.761	-4783535.536	243302430.232	-1519674.878
36359.653	-3454138.682	-9273251.497	-6192688.023	-1252782.556	-4334736.745	-42794508.346	-1479041.315
38291.159	-3253854.831	-8121403.392	13583.743	-1280252.761	-3695965.917	-2129979022.664	-1474114.396
74786.642	-3107456.994	-10039999.222	-2574775.163	-1301175.742	-3927468.051	-136260443.642	-1573718.142
39606.139	-3242105.495	-9375537.677	-6420508.649	-1351369.450	-4111413.995	38664964.832	-1599312.049
26525.147	-3665668.824	107820.414	-5859997.073	-1254577.175	-5401669.574	-117871891.635	-1494021.680
50995.076	-3578022.137	-13351975.721	-7338406.906	-1347211.884	-4092247.643	-65133062.536	-1543527.800
35201.365	-3549730.608	-7103342.334	10915.936	-1308954.671	-3962928.583	-18820029.634	-1476573.746
43591.537	-3454138.682	-7895096.126	-6236949.492	-1293488.726	-3909974.702	-20120651.584	-1517069.983
22792.477	-3621315.230	-10039999.222	-6373613.324	-1320799.037	-3875451.380	-37310392.783	-1514474.003
46274.164	-3789436.093	-12751075.525	-6149050.343	-1320799.037	-4150290.394	-92819601.661	-1509308.605
37745.068	-3207361.139	-10670178.482	-5291449.941	-1305053.615	-4356247.797	1480578632.665	-1602207.298
32004.300	-3854507.696	-17467885.769	-7400643.479	-1330834.327	-3791752.693	31657885.842	-1640822.435
18020.302	-3440901.364	-12201932.551	-6021750.904	-1289679.177	-3841532.373	-2129979022.664	-1506739.097
19083.480	-3301716.289	-8444129.962	-5782335.695	-1314850.180	-3343985.356	1480578632.665	-1445228.693
45736.997	-3401791.244	-11698135.900	75147.626	-1282127.004	-3927468.051	-22739841.289	-1481517.146
36539.696	-3242105.495	-8044539.739	-5744271.847	-1307001.232	-3808201.951	101681713.477	-1509308.605
38973.277	-3650764.064	-8615306.555	-6281848.223	-1269121.372	-4250775.811	-92819601.661	-1557105.823
36783.583	-3621315.230	-11384764.437	-4770727.595	-1297320.847	-3561028.539	-2129979022.664	-1469220.193
32764.185	-3440901.364	-7681059.285	-5980481.015	-1297320.847	-4271459.635	59865868.642	-1530184.532
42022.149	-3351006.770	-10537892.391	-5706705.854	-1259992.016	-3711592.882	35520184.538	-1576521.385
48001.154	-3151079.691	-10282922.410	-5782335.695	-1297320.847	-3680469.989	1480578632.665	-1511886.892
24622.939	-3414728.789	-14490060.103	-6615200.067	-1284006.743	-4444470.206	59865868.642	-1491503.915
38934.938	-3289619.408	-12201932.551	-5491238.516	-1318810.113	-3945118.635	1480578632.665	-1447592.527
42993.184	-3218859.552	-14741362.453	-5166142.894	-1357654.138	-3875451.380	30550576.905	-1442872.568
45932.423	-3265689.635	-16141039.596	-3730560.179	-1355552.757	-3695965.917	40455844.351	-1509308.605
38919.276	-2983546.746	-16453487.934	-6281848.223	-1297320.847	-4130760.726	243302430.232	-1447592.527
41426.374	-3086095.458	10402.035	-7042292.031	-1379031.922	-3775444.926	30550576.905	-1501626.238
56242.147	-3096739.388	-9375537.677	-6769147.559	-1366125.220	-3962928.583	-70381466.979	-1514474.003
30130.488	-3003507.622	-8444129.962	-6468099.175	-1341023.280	-3727352.553	29518111.599	-1517069.983
39783.477	-3414728.789	48950.032	-5899615.342	-1314850.180	-3875451.380	1480578632.665	-1488994.622
41363.401	-3065025.607	412746.290	-5744271.847	-1316827.169	-3727352.553	40455844.351	-1397312.389
22587.901	-3427765.117	-13565062.284	-7728362.281	-1332859.713	-4073259.159	19158591.904	-1459528.639
45095.082	-3184609.013	-12201932.551	-5456899.279	-1284006.743	-3293796.481	101681713.477	-1557105.823
24024.418	-3388951.363	-10944971.084	-5166142.894	-1351369.450	-3532369.742	35520184.538	-1565367.909
44793.505	-3003507.622	-10670178.482	-5259556.731	-1316827.169	-3561028.539	75361871.996	-1562604.155
54100.088	-3440901.364	174809.860	-4500098.947	-1312879.119	-3759276.833	-50168604.521	-1499082.798
31504.070	-3821694.922	-7751103.683	8346.119	-1261807.364	-3727352.553	-362412359.019	-1457125.695
36048.063	-3313902.466	-18615581.999	-5561230.059	-1291581.143	-3824794.551	-362412359.019	-1479041.315
26307.964	-3454138.682	-11234291.473	-5491238.516	-1295401.953	-3858417.333	44586113.604	-1559850.144
50085.760	8733.600	-8885492.166	-6565428.598	-1278383.989	-3680469.989	56025834.354	-1484001.279
43899.216	-3773510.042	-12751075.525	7927.362	-1320799.037	-3619764.229	243302430.232	-1481517.146
47366.640	-3549730.608	-20402969.556	-6192688.023	-1389975.280	-3743246.628	-136260443.642	-1579334.632
50650.976	-3363560.203	-10039999.222	-5939772.960	-1338973.027	-3759276.833	-103856324.306	-1619801.341
41558.847	-3253854.831	-20402969.556	-7660516.953	-1366125.220	-3945118.635	190294565.208	-1573718.142
47803.510	-3253854.831	15157.370	-6717041.717	-1338973.027	-3775444.926	243302430.232	-1452343.467
37818.840	-3521882.973	-15271056.944	-8317686.670	-1284006.743	-4422081.290	-42794508.346	-1454730.651
43941.307	-3480921.234	-20402969.556	-6875822.656	-1259992.016	-3909974.702	35520184.538	-1532834.698
37967.252	-3535751.959	-12201932.551	-5323732.303	-1316827.169	-4017336.495	24541741.434	-1530184.532
40008.315	-3414728.789	-13145480.157	-6875822.656	-1291581.143	-3892636.497	132541434.820	-1543527.800
36638.095	-4157956.768	-17116135.215	-6149050.343	-1272810.265	-4681493.350	26002997.286	-1628744.064
39898.321	-3665668.824	-19468336.863	5686.713	-1285892.002	-3680469.989	-136260443.642	-1546224.427
33531.307	-3388951.363	-16453487.934	-6769147.559	-1303111.794	-3791752.693	23871017.524	-1479041.315
31105.669	-2973665.471	-14012312.268	-7277208.375	-1254577.175	-3791752.693	115078635.889	-1406192.785
33150.879	-3351006.770	-8979359.741	-7867723.180	-1259992.016	-3775444.926	-65133062.536	-1484001.279
40196.702	-3129116.315	-10537892.391	-5166142.894	-1328815.088	-4189909.021	-161446894.620	-1442872.568
41977.581	-3650764.064	-8444129.962	-5356410.983	-1284006.743	-3999035.285	64271032.266	-1501626.238
286521.986	-3549730.608	-8121403.392	-1935237.635	-1299245.436	-3945118.635	-50168604.521	-1511886.892
38547.123	-3454138.682	-10160008.965	-5980481.015	-1295401.953	-3999035.285	-2129979022.664	-1573718.142
47545.099	-3726525.086	-11087744.239	-6281848.223	-1252782.556	-3711592.882	31657885.842	-1504178.322
29249.924	-4196827.173	-11384764.437	-6468099.175	-1270963.142	-3695965.917	31657885.842	-1522288.734
28252.466	-3991593.740	-12751075.525	-6420508.649	-1299245.436	-3356772.473	46984514.878	-1517069.983
27546.377	-3289619.408	-12379648.196	-6769147.559	-1326801.967	-3962928.583	34132131.367	-1514474.003
42716.883	-3665668.824	4575.683	-6468099.175	-1297320.847	-3759276.833	49655617.768	-1449964.105
18778.921	-3789436.093	-8279623.028	-5669628.012	-1270963.142	-3476414.086	19158591.904	-1461939.521
34005.349	-3757717.297	-10160008.965	-7939305.535	-1269121.372	-3759276.833	29518111.599	-1565367.909
29226.361	-3388951.363	-9808288.753	-8012202.396	-1293488.726	-3518212.633	64271032.266	-1504178.322
40624.286	-3427765.117	-8528859.454	-9705332.495	-1280252.761	-3649864.707	52648735.610	-1514474.003
46543.775	-3427765.117	-10805828.069	-9814489.734	-1310913.958	-3727352.553	156252181.973	-1457125.695
31425.616	-3635980.019	-14741362.453	-6769147.559	-1291581.143	-4559903.748	69375987.447	-1457125.695
42744.144	-3388951.363	-11861381.192	-10157208.387	-1324794.937	-3435597.063	101681713.477	-1403962.121
50238.918	6277.602	-14741362.453	-8479334.060	-1349287.464	-4111413.995	35520184.538	-1496547.960
46207.861	-3521882.973	8501.436	-6822068.120	-1332859.713	-3759276.833	64271032.266	-1484001.279
36539.696	-3871126.289	-12379648.196	4810.105	-1355552.757	-3892636.497	44586113.604	-1496547.960
45022.800	-3508122.364	7595.164	-8162087.176	-1366125.220	-3927468.051	156252181.973	-1530184.532
48447.167	-3388951.363	-10670178.482	-8822239.997	-1308954.671	-3962928.583	549356550.768	-1522288.734
38600.096	-3871126.289	114718.043	-5633028.867	-1305053.615	-3619764.229	59865868.642	-1484001.279
42187.062	-3956416.132	-9173173.094	-8162087.176	-1293488.726	-4130760.726	115078635.889	-1504178.322
40280.379	-3904797.119	-8793566.816	-10919842.800	-1299245.436	-3824794.551	31657885.842	-1469220.193
29659.411	-4009418.171	-7413099.467	-7660516.953	-1291581.143	-4210003.344	16608481.239	-1424296.562
25240.333	-3494468.866	-9173173.094	-9291950.372	-1330834.327	-3875451.380	20037629.406	-1406192.785
34675.679	-4138790.331	-10408846.230	-6822068.120	-1284006.743	-3841532.373	23871017.524	-1479041.315
44600.776	-3650764.064	-11861381.192	-7217022.130	-1261807.364	-3875451.380	-2129979022.664	-1494021.680
23407.645	-3921853.143	-8044539.739	-9098189.424	-1240362.556	-3590156.168	64271032.266	-1457125.695
